,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,total_mn,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,total_em,Age_tier,distancehome_tier,MonthlyIncome_tier
2307,33,0,2,1,9,3,3,0,2,4,1,28990,1.0,17,0,15.0,3,15,5,7,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,3,2
2308,40,0,2,2,5,5,1,1,1,4,2,52310,1.0,12,2,21.0,4,21,7,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,4,3
2309,24,0,2,2,10,2,2,1,1,4,0,23560,0.0,13,0,2.0,5,1,0,0,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,3,1
2310,40,0,0,1,7,3,3,1,1,6,0,28000,3.0,12,2,8.0,0,2,2,2,2,3,2.5,4.0,4.0,2.7614364135407135,3.587145471180238,1,3,2
2311,45,0,2,1,4,3,3,0,3,2,0,118360,1.0,22,0,10.0,2,10,7,7,4,4,4.0,1.0,2.0,3.0,2.0,2,4,5
2312,35,0,2,1,10,1,1,1,1,0,1,109030,0.0,11,0,6.0,3,5,4,2,4,3,3.5,2.0,3.0,3.0,2.6666666666666665,1,3,5
2313,32,0,2,1,22,4,3,1,1,7,1,29730,3.0,22,0,12.0,0,7,2,5,4,4,4.0,4.0,2.0,3.0,3.0,1,1,2
2314,36,0,2,2,9,3,2,0,4,6,2,142750,3.0,18,1,7.0,5,3,1,2,2,3,2.5,3.0,4.0,2.0,3.0,1,3,5
2315,48,0,2,1,12,4,3,1,1,2,0,55620,8.0,13,1,18.0,2,8,7,7,3,3,3.0,3.0,3.0,3.0,3.0,2,2,3
2316,29,0,2,1,23,4,1,0,2,0,1,45370,6.0,18,1,5.0,5,1,0,0,4,3,3.5,3.0,3.0,2.0,2.6666666666666665,0,1,3
2317,33,0,2,1,9,1,3,1,1,0,1,76420,2.0,20,1,8.0,2,2,2,2,2,4,3.0,1.0,1.0,1.0,1.0,1,3,4
2318,30,1,2,1,1,3,4,1,3,7,1,179240,1.0,13,2,10.0,2,10,6,7,3,3,3.0,2.0,1.0,3.0,2.0,0,4,5
2319,38,0,1,2,9,3,2,1,1,4,1,52040,3.0,13,1,10.0,2,6,1,2,3,3,3.0,3.0,3.0,3.0,3.0,1,3,3
2320,35,0,2,2,7,2,1,1,1,7,2,22770,1.0,12,1,3.0,2,3,1,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,3,1
2321,30,0,2,1,14,3,5,1,5,5,1,27950,3.0,13,0,9.0,4,4,1,3,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,0,2,2
2322,35,1,2,1,2,3,3,0,1,6,0,25320,1.0,13,0,1.0,2,1,0,0,1,3,2.0,1.0,1.0,3.0,1.6666666666666667,1,4,2
2323,53,1,2,1,19,3,1,1,2,3,1,25590,0.0,25,0,34.0,2,33,1,9,3,4,3.5,3.0,4.0,3.0,3.3333333333333335,3,2,2
2324,38,1,2,1,2,3,3,0,3,7,1,49080,4.0,19,1,7.0,3,5,1,4,2,3,2.5,3.0,2.0,3.0,2.6666666666666665,1,4,3
2325,32,0,0,1,10,4,1,0,5,6,1,23800,4.0,13,0,9.0,5,6,1,2,3,3,3.0,4.0,1.0,2.0,2.3333333333333335,1,3,1
2326,48,0,2,1,2,5,1,1,1,7,1,47650,8.0,12,1,10.0,4,8,7,6,3,3,3.0,3.0,1.0,2.0,2.0,2,4,3
2327,34,0,2,1,3,3,1,1,2,7,2,20440,1.0,11,0,1.0,2,1,0,0,3,3,3.0,1.0,4.0,1.0,2.0,1,4,1
2328,55,0,2,1,11,1,3,0,1,2,1,26930,1.0,18,0,36.0,6,36,2,13,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,3,2,2
2329,34,0,2,1,2,2,1,1,2,6,1,65860,9.0,18,1,9.0,3,2,2,1,3,3,3.0,2.0,4.0,2.0,2.6666666666666665,1,4,4
2330,26,0,2,1,4,3,1,1,1,5,1,32940,1.0,11,0,1.0,6,1,0,0,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,0,4,2
2331,38,0,2,2,14,2,2,0,1,7,1,41710,0.0,23,0,10.0,4,9,7,7,4,4,4.0,3.0,2.0,3.0,2.6666666666666665,1,2,3
2332,38,0,2,1,2,3,1,0,1,4,2,27780,2.0,13,0,8.0,5,3,1,2,2,3,2.5,2.0,2.0,4.0,2.6666666666666665,1,4,2
2333,36,0,2,0,1,3,0,1,1,6,2,23770,6.0,13,2,15.0,3,1,0,0,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,4,1
2334,29,0,2,1,10,3,1,1,1,8,2,24040,1.0,17,0,10.0,3,10,1,5,2,3,2.5,2.0,1.0,3.0,2.0,0,3,1
2335,35,0,2,2,12,2,1,0,2,7,2,23180,3.0,19,0,10.0,4,5,0,4,4,3,3.5,1.0,3.0,3.0,2.3333333333333335,1,2,1
2336,39,0,2,2,2,2,3,0,1,7,1,20080,2.0,12,0,11.0,3,7,7,6,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,1
2337,29,0,1,1,5,1,3,0,1,6,0,62440,1.0,22,0,6.0,3,6,1,3,3,4,3.5,1.0,4.0,4.0,3.0,0,4,4
2338,50,0,2,1,4,2,3,0,1,2,1,27990,4.0,12,1,27.0,0,1,0,0,1,3,2.0,3.0,3.0,3.0,3.0,2,4,2
2339,23,0,2,1,7,2,1,0,3,3,1,105520,2.0,11,0,4.0,2,2,2,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,3,5
2340,36,0,1,2,21,3,1,1,2,1,1,23290,3.0,15,0,9.0,2,3,0,2,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,1,1,1
2341,42,0,2,1,8,2,1,0,5,3,2,40140,8.0,13,1,24.0,3,1,0,1,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,2,3,3
2342,35,0,2,2,4,3,3,0,2,2,1,74030,1.0,12,1,10.0,4,10,6,8,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,1,4,4
2343,34,0,1,1,25,1,1,0,1,3,1,22590,1.0,14,0,8.0,2,8,7,7,3,3,3.0,4.0,3.0,2.0,3.0,1,1,1
2344,40,0,2,1,1,4,1,1,2,2,1,69320,1.0,13,0,5.0,5,5,1,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,4
2345,43,0,2,1,1,1,4,1,1,3,0,46780,5.0,25,1,8.0,0,6,0,2,4,4,4.0,4.0,2.0,3.0,3.0,2,4,3
2346,35,0,2,2,6,3,2,0,3,8,1,135820,1.0,17,1,1.0,3,1,0,1,2,3,2.5,3.0,4.0,2.0,3.0,1,3,5
2347,46,0,2,1,12,4,5,1,1,2,2,23320,1.0,11,0,27.0,2,26,0,12,3,3,3.0,4.0,1.0,1.0,2.0,2,2,1
2348,28,1,2,0,1,3,3,0,2,2,1,24130,1.0,16,1,1.0,2,1,0,0,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,0,4,1
2349,22,0,0,2,17,2,2,1,3,7,1,97050,1.0,18,2,4.0,3,4,1,3,2,3,2.5,2.0,3.0,2.0,2.3333333333333335,0,2,4
2350,50,0,1,1,3,3,4,1,2,6,1,42940,2.0,20,0,32.0,2,30,12,13,2,4,3.0,2.0,3.0,3.0,2.6666666666666665,2,4,3
2351,32,0,2,1,3,2,1,1,3,6,1,47210,3.0,14,1,6.0,3,3,0,2,3,3,3.0,2.0,4.0,3.0,3.0,1,4,3
2352,44,0,2,1,10,3,5,1,3,3,0,25190,0.0,21,2,23.0,2,22,1,10,3,4,3.5,2.0,4.0,2.0,2.6666666666666665,2,3,2
2353,30,0,2,1,4,3,3,0,1,5,1,21210,1.0,13,1,6.0,2,6,1,1,3,3,3.0,2.0,2.0,2.0,2.0,0,4,1
2354,45,0,2,2,29,2,5,0,2,6,2,29730,1.0,12,0,10.0,2,10,1,4,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,2,1,2
2355,45,0,0,2,2,4,1,1,2,4,1,58550,1.0,14,1,10.0,3,10,4,5,2,3,2.5,1.0,1.0,3.0,1.6666666666666667,2,4,3
2356,31,0,1,1,7,3,3,1,2,6,2,36170,7.0,21,1,10.0,5,5,0,3,3,4,3.5,4.0,1.0,3.0,2.6666666666666665,1,3,3
2357,36,0,2,1,18,1,3,1,2,4,1,67250,9.0,17,1,7.0,3,3,1,1,3,3,3.0,3.0,3.0,3.0,3.0,1,2,4
2358,34,0,1,2,28,4,2,1,5,4,0,103250,1.0,11,1,9.0,3,9,7,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,1,1,5
2359,49,0,2,1,1,4,1,1,3,0,1,69490,1.0,14,1,10.0,2,9,1,4,3,3,3.0,3.0,1.0,2.0,2.0,2,4,4
2360,39,0,2,1,6,2,1,1,3,6,1,106090,2.0,17,1,10.0,2,7,7,7,3,3,3.0,2.0,1.0,3.0,2.0,1,3,5
2361,27,0,2,1,2,1,1,1,4,6,0,44470,1.0,13,0,7.0,4,7,0,7,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,0,4,3
2362,35,0,2,1,2,3,3,0,2,7,1,21570,1.0,25,0,16.0,1,16,1,10,2,4,3.0,2.0,1.0,3.0,2.0,1,4,1
2363,28,0,2,1,23,3,1,1,3,4,0,46010,0.0,15,2,6.0,2,5,0,0,3,3,3.0,2.0,1.0,2.0,1.6666666666666667,0,1,3
2364,21,0,2,1,3,1,1,0,1,2,2,170990,1.0,14,1,3.0,2,2,2,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,4,5
2366,47,0,2,1,25,4,3,1,2,6,1,148520,3.0,19,3,27.0,3,5,1,0,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,2,1,5
2368,40,0,2,1,22,1,1,1,1,2,1,56660,1.0,14,1,18.0,2,18,14,12,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,1,3
2369,35,0,0,1,29,3,3,0,2,7,1,78230,1.0,13,1,15.0,3,14,2,9,3,3,3.0,3.0,3.0,3.0,3.0,1,1,4
2370,37,0,2,1,29,4,5,1,1,2,1,78800,3.0,12,1,9.0,2,4,0,2,4,3,3.5,3.0,3.0,2.0,2.6666666666666665,1,1,4
2371,39,0,1,1,2,3,5,0,2,3,2,131940,0.0,11,0,10.0,2,9,3,8,3,3,3.0,1.0,3.0,1.0,1.6666666666666667,1,4,5
2372,45,0,2,1,28,3,1,0,2,2,0,50670,1.0,11,2,10.0,3,10,3,9,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,2,1,3
2373,38,0,2,1,2,4,1,0,3,7,1,50790,3.0,11,0,10.0,3,5,0,2,3,3,3.0,4.0,3.0,4.0,3.6666666666666665,1,4,3
2374,35,1,2,1,2,3,1,1,3,0,1,23210,9.0,12,1,15.0,0,13,6,0,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,1
2375,37,0,2,1,22,3,1,0,2,0,1,174440,1.0,14,0,8.0,4,8,7,7,3,3,3.0,2.0,2.0,1.0,1.6666666666666667,1,1,5
2376,40,0,2,1,8,3,5,0,2,0,2,24040,6.0,17,0,18.0,2,4,3,3,2,3,2.5,3.0,4.0,2.0,3.0,1,3,1
2377,44,0,1,2,2,2,2,1,1,2,1,34520,4.0,11,1,14.0,2,10,0,2,2,3,2.5,1.0,4.0,3.0,2.6666666666666665,2,4,2
2378,48,0,1,2,10,4,2,0,3,3,1,22700,2.0,14,3,23.0,2,2,2,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,2,3,1
2379,35,1,2,1,9,3,1,1,2,3,0,173990,6.0,12,0,7.0,3,2,2,2,1,3,2.0,2.7236031927023947,4.0,2.0,2.9078677309007985,1,3,5
2380,24,0,1,1,15,3,1,1,2,6,2,54880,1.0,22,1,6.0,6,6,1,3,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,0,2,3
2381,27,0,2,2,10,4,1,1,3,7,1,194190,7.0,14,1,5.0,2,3,0,2,1,3,2.0,2.0,3.0,3.0,2.6666666666666665,0,3,5
2382,27,0,1,1,7,3,1,1,1,6,2,28110,2.0,20,0,6.0,3,4,1,2,3,4,3.5,4.0,4.0,2.0,3.3333333333333335,0,3,2
2383,40,1,2,2,16,4,2,1,1,5,2,36330,3.0,16,2,10.0,0,4,0,3,3,3,3.0,1.0,1.0,1.0,1.0,1,2,3
2384,29,0,2,1,20,1,3,0,2,3,2,41630,9.0,15,1,8.0,4,5,1,4,2,3,2.5,3.0,3.0,3.0,3.0,0,2,3
2385,36,0,2,1,23,3,1,0,3,7,1,21320,4.0,20,0,9.0,1,3,0,2,2,4,3.0,2.0,1.0,3.0,2.0,1,1,1
2386,25,0,1,2,5,1,2,1,4,4,0,139730,1.0,14,0,7.0,3,7,0,7,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,0,4,5
2387,39,0,2,2,10,3,2,0,2,5,1,26840,4.0,12,0,7.0,2,5,1,0,3,3,3.0,4.0,2.0,3.0,3.0,1,3,2
2388,49,0,2,2,4,2,1,1,2,5,1,108450,3.0,24,0,27.0,4,4,1,2,2,4,3.0,1.0,2.0,3.0,2.0,2,4,5
2389,50,0,2,1,2,2,3,1,3,7,0,43770,5.0,12,1,19.0,2,14,1,11,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,2,4,3
2390,20,0,2,1,18,4,3,0,2,7,2,37430,1.0,13,1,2.0,2,2,2,2,3,3,3.0,3.0,3.0,3.0,3.0,4,2,3
2391,34,0,2,1,10,3,3,1,3,2,0,41480,1.0,11,0,11.0,3,11,7,9,3,3,3.0,4.0,2.0,3.0,3.0,1,3,3
2392,36,0,2,1,1,3,1,0,2,0,2,10510,2.0,14,0,15.0,2,4,1,3,3,3,3.0,1.0,2.0,3.0,2.0,1,4,1
2393,49,0,2,0,6,2,1,0,2,6,1,107390,2.0,11,3,30.0,3,15,2,12,3,3,3.0,3.0,3.0,3.0,3.0,2,3,5
2394,36,0,0,1,8,4,1,1,4,2,1,103880,0.0,14,0,4.0,2,3,1,2,3,3,3.0,4.0,3.0,2.7614364135407135,3.253812137846905,1,3,5
2395,36,0,2,1,2,2,3,0,2,0,0,114160,6.0,16,0,13.0,2,5,0,4,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,5
2396,54,0,2,2,24,3,2,1,1,2,1,26000,3.0,14,0,36.0,5,10,4,7,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,3,1,2
2397,43,0,2,1,2,4,1,0,1,6,1,24220,1.0,11,1,14.0,2,14,6,11,3,3,3.0,3.0,3.0,3.0,3.0,2,4,1
2398,35,1,1,1,17,4,3,1,1,5,2,54720,3.0,11,1,13.0,3,11,6,7,2,3,2.5,4.0,4.0,4.0,4.0,1,2,3
2399,38,0,1,1,19,2,1,1,2,6,1,24510,7.0,12,1,19.0,3,13,2,9,3,3,3.0,4.0,4.0,4.0,4.0,1,2,1
2400,29,0,2,1,1,2,3,1,2,8,0,42400,1.0,14,0,10.0,2,10,0,9,2,3,2.5,1.0,2.0,2.0,1.6666666666666667,0,4,3
2401,33,0,2,1,7,3,3,1,5,7,0,109990,1.0,18,3,6.0,3,6,0,4,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,1,3,5
2402,32,0,2,1,5,4,5,1,5,6,0,50030,0.0,13,0,10.0,5,9,1,6,3,3,3.0,4.0,2.0,2.0,2.6666666666666665,1,4,3
2403,31,0,2,1,28,4,5,0,2,7,1,127420,1.0,11,0,10.0,4,10,0,2,2,3,2.5,1.0,4.0,3.0,2.6666666666666665,1,1,5
2404,49,0,2,1,2,4,3,1,1,2,0,42270,4.0,18,0,17.0,3,2,2,2,2,3,2.5,4.0,1.0,2.0,2.3333333333333335,2,4,3
2405,38,0,1,2,29,2,3,0,1,7,2,39170,1.0,15,3,4.0,2,4,3,3,3,3,3.0,4.0,2.0,3.0,3.0,1,1,3
2406,47,0,2,1,1,4,3,1,3,2,0,183030,6.0,22,1,29.0,2,3,1,2,2,4,3.0,2.0,2.0,3.0,2.3333333333333335,2,4,5
2407,49,0,2,1,21,3,3,1,2,4,2,23800,4.0,13,0,23.0,3,8,0,0,1,3,2.0,3.0,3.0,3.0,3.0,2,1,1
2408,41,0,2,1,24,4,1,0,4,3,2,137260,3.0,12,0,21.0,6,2,0,2,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,2,1,5
2409,20,0,2,1,1,3,1,1,1,8,2,47770,1.0,18,1,2.0,3,2,0,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,4,4,3
2410,33,0,0,1,18,2,3,0,2,0,0,63850,1.0,13,0,7.0,6,6,1,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,1,2,4
2411,36,0,2,1,2,2,5,1,3,7,1,199730,6.0,12,0,10.0,2,3,0,2,3,3,3.0,1.0,3.0,2.0,2.0,1,4,5
2412,44,0,2,1,9,3,5,0,3,0,0,68610,4.0,12,0,8.0,2,2,2,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,2,3,4
2413,23,1,2,0,6,3,1,0,3,2,2,49690,1.0,12,0,5.0,3,5,1,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,3,3
2414,38,0,2,1,11,2,1,1,1,7,1,198450,7.0,11,1,7.0,3,0,0,0,3,3,3.0,4.0,3.0,2.0,3.0,1,2,5
2415,53,0,2,1,24,3,1,1,4,5,1,133200,3.0,11,0,11.0,2,4,1,2,3,3,3.0,2.0,4.0,3.0,3.0,3,1,5
2416,48,1,1,2,10,2,2,1,1,0,1,63470,2.0,12,1,19.0,3,9,7,7,1,3,2.0,4.0,3.0,3.0,3.3333333333333335,2,3,4
2417,32,1,2,2,1,3,1,1,2,6,2,27430,1.0,19,1,1.0,2,1,0,0,3,3,3.0,4.0,2.0,3.0,3.0,1,4,2
2418,26,0,0,1,18,2,3,1,1,1,2,108800,1.0,23,1,7.0,5,7,5,7,3,4,3.5,4.0,4.0,3.0,3.6666666666666665,0,2,5
2419,55,0,2,1,23,1,1,1,5,2,0,23420,5.0,11,2,8.0,2,4,1,2,3,3,3.0,1.0,2.0,3.0,2.0,3,1,1
2420,34,0,2,2,28,3,1,0,2,6,1,176500,1.0,19,1,15.0,6,15,4,13,1,3,2.0,2.0,4.0,4.0,3.3333333333333335,1,1,5
2421,60,0,2,2,17,4,3,1,1,3,0,40250,3.0,13,1,19.0,5,1,0,0,2,3,2.5,3.0,4.0,4.0,3.6666666666666665,3,2,3
2422,33,0,2,2,3,3,1,1,3,3,1,97250,1.0,11,0,14.0,0,14,2,13,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,1,4,4
2423,37,0,1,1,13,3,1,1,1,2,0,119040,1.0,12,1,6.0,4,6,1,3,3,3,3.0,3.0,4.0,2.0,3.0,1,2,5
2424,34,0,2,1,7,2,1,1,1,0,1,21770,1.0,13,0,10.0,5,10,8,7,3,3,3.0,2.0,4.0,3.0,3.0,1,3,1
2425,23,1,2,1,12,2,3,1,2,6,0,75250,1.0,14,2,3.0,2,3,0,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,2,4
2426,44,0,2,0,1,3,1,1,1,6,1,48340,1.0,14,0,9.0,1,8,6,7,4,3,3.5,3.0,4.0,3.0,3.3333333333333335,2,4,3
2427,35,0,1,1,13,3,1,1,3,7,2,20420,0.0,16,0,6.0,2,5,1,4,3,3,3.0,1.0,4.0,4.0,3.0,1,2,1
2428,43,0,2,1,25,4,1,1,2,7,1,22200,1.0,11,0,10.0,2,10,8,8,1,3,2.0,4.0,4.0,3.0,3.6666666666666665,2,1,1
2429,24,0,2,1,6,3,1,1,3,7,1,10520,1.0,13,0,5.0,3,5,0,4,3,3,3.0,3.0,3.0,3.0,3.0,0,3,1
2430,41,0,2,2,6,4,2,1,1,6,2,28210,1.0,17,0,10.0,3,10,8,7,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,2,3,2
2431,29,0,2,1,2,2,1,1,2,6,1,192370,9.0,11,1,9.0,2,5,1,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,4,5
2432,36,0,2,0,1,4,1,0,3,6,2,41070,3.0,11,1,17.0,2,13,6,7,1,3,2.0,3.0,4.0,2.0,3.0,1,4,3
2433,45,0,0,2,2,3,1,0,2,4,1,83960,3.0,15,2,25.0,3,23,14,4,2,3,2.5,3.0,3.0,2.0,2.6666666666666665,2,4,4
2434,24,1,2,2,6,2,3,0,2,3,1,20070,1.0,12,0,1.0,2,1,0,0,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,0,3,1
2435,47,1,1,1,1,3,3,0,2,7,1,196270,7.0,11,2,25.0,1,23,14,10,3,3,3.0,3.0,3.0,1.0,2.3333333333333335,2,4,5
2436,26,0,2,1,9,1,3,1,1,7,1,106860,1.0,14,1,3.0,2,3,0,2,3,3,3.0,4.0,3.0,4.0,3.6666666666666665,0,3,5
2437,45,0,2,1,1,4,1,1,1,5,2,29420,1.0,22,1,21.0,4,21,8,6,3,4,3.5,4.0,2.0,3.0,3.0,2,4,2
2438,32,0,1,2,1,1,2,1,2,2,1,88580,6.0,16,1,10.0,2,5,1,3,3,3,3.0,1.0,3.0,2.0,2.0,1,4,4
2439,31,0,2,1,14,2,1,1,1,7,1,167560,1.0,11,2,6.0,5,5,0,3,3,3,3.0,2.0,3.0,4.0,3.0,1,2,5
2440,41,0,0,2,2,2,3,1,2,6,1,107980,6.0,14,2,10.0,5,3,1,2,1,3,2.0,3.0,2.0,3.0,2.6666666666666665,2,4,5
2441,40,0,2,1,22,2,5,1,1,0,1,23230,2.0,16,1,18.0,2,1,0,0,3,3,3.0,2.0,1.0,3.0,2.0,1,1,1
2442,24,0,2,1,3,3,1,0,1,6,0,14160,1.0,15,1,6.0,3,6,1,2,2,3,2.5,2.0,1.0,4.0,2.3333333333333335,0,4,1
2443,46,0,2,1,6,3,3,1,4,7,2,46150,6.0,12,0,19.0,3,10,0,9,2,3,2.5,3.0,2.0,3.0,2.6666666666666665,2,3,3
2444,35,0,2,2,8,4,1,1,1,2,1,24610,2.0,20,1,17.0,4,7,0,7,3,4,3.5,4.0,3.0,3.0,3.3333333333333335,1,3,1
2445,30,0,2,2,9,4,2,1,1,2,1,87220,1.0,17,1,10.0,3,10,0,8,3,3,3.0,2.0,4.0,2.0,2.6666666666666665,0,3,4
2446,47,0,0,1,3,2,1,0,2,7,1,39550,7.0,12,1,4.0,5,1,0,0,3,3,3.0,3.0,2.0,1.0,2.0,2,4,3
2447,46,0,2,1,1,4,5,0,3,7,0,99570,4.0,20,0,13.0,1,10,0,3,3,4,3.5,3.0,4.0,2.0,3.0,2,4,4
2448,36,1,2,1,1,3,3,1,2,4,0,33760,5.0,20,0,16.0,3,2,2,2,3,4,3.5,2.0,1.0,3.0,2.0,1,4,2
2449,32,1,2,1,26,3,3,0,2,5,2,88230,6.0,13,2,10.0,3,0,0,0,3,3,3.0,1.0,2.0,3.0,2.0,1,1,4
2450,23,0,2,2,6,4,1,1,3,4,2,103220,1.0,14,2,3.0,2,3,1,2,3,3,3.0,3.0,2.0,1.0,2.0,0,3,5
2451,31,0,1,2,3,3,2,1,2,7,2,46210,2.0,18,1,9.0,3,5,1,4,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,4,3
2452,39,0,0,1,3,3,1,0,2,4,1,109760,1.0,11,0,9.0,3,9,5,8,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,1,4,5
2453,32,0,2,1,6,3,5,1,1,6,1,36600,3.0,11,2,10.0,0,4,0,2,2,3,2.5,4.0,3.0,1.0,2.6666666666666665,1,3,3
2454,40,0,2,2,6,3,1,1,3,4,2,104820,1.0,11,1,21.0,6,21,12,8,2,3,2.5,2.0,2.0,2.0,2.0,1,3,5
2455,45,0,2,1,19,4,3,1,1,8,1,71190,4.0,15,0,9.0,2,5,0,3,3,3,3.0,3.0,3.0,4.0,3.3333333333333335,2,2,4
2456,30,0,1,2,9,3,1,1,1,5,2,95820,0.0,12,1,10.0,2,9,0,7,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,0,3,4
2457,24,0,1,2,3,4,2,1,1,7,1,45080,0.0,11,1,3.0,5,2,2,1,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,0,4,3
2458,30,1,1,1,10,3,1,0,1,1,0,22070,6.0,14,0,6.0,4,4,1,2,3,3,3.0,3.0,4.0,2.0,3.0,0,3,1
2459,31,0,2,1,3,2,1,1,3,2,1,77560,1.0,15,2,6.0,3,5,0,2,4,3,3.5,1.0,3.0,3.0,2.3333333333333335,1,4,4
2460,27,0,2,2,3,3,1,1,1,3,2,66940,1.0,13,1,6.0,2,6,1,4,2,3,2.5,3.0,4.0,2.0,3.0,0,4,4
2461,29,1,2,2,4,3,2,1,5,6,2,36910,1.0,13,0,2.0,3,2,2,2,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,0,4,3
2462,29,0,1,1,8,4,1,0,1,7,2,23770,8.0,21,1,10.0,2,3,0,2,3,4,3.5,4.0,3.0,4.0,3.6666666666666665,0,3,1
2463,30,0,2,2,7,3,1,1,3,7,0,23130,2.0,11,0,12.0,5,7,1,7,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,3,1
2464,34,0,2,1,1,2,3,0,2,0,1,176650,0.0,11,0,6.0,5,5,1,2,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,1,4,5
2465,33,0,0,1,2,4,3,1,1,8,2,25960,8.0,14,1,13.0,4,11,1,7,3,3,3.0,4.0,2.0,2.0,2.6666666666666665,1,4,2
2466,49,0,2,2,3,4,2,1,1,7,2,47280,3.0,11,1,8.0,4,5,0,4,3,3,3.0,4.0,4.0,4.0,4.0,2,4,3
2467,33,1,2,1,10,3,1,1,1,7,2,43020,2.0,13,0,11.0,3,0,0,0,1,3,2.0,1.0,1.0,2.0,1.3333333333333333,1,3,3
2468,38,0,1,1,28,3,3,1,1,0,1,29790,4.0,12,1,9.0,3,6,0,5,3,3,3.0,3.0,2.0,2.0,2.3333333333333335,1,1,2
2469,31,1,2,0,9,4,0,1,2,2,1,168850,2.0,14,2,10.0,2,1,0,0,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,3,5
2470,29,0,2,1,3,4,4,0,2,8,0,55930,1.0,13,1,1.0,3,1,0,0,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,0,4,3
2471,30,0,2,1,2,1,3,1,1,8,1,104450,3.0,18,1,10.0,3,7,1,7,3,3,3.0,3.0,3.0,3.0,3.0,0,4,5
2472,32,0,0,1,10,4,1,0,1,2,2,87400,2.0,11,1,12.0,2,7,0,7,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,1,3,4
2473,38,0,2,1,8,2,5,0,1,4,1,25140,3.0,11,0,15.0,2,1,1,0,2,3,2.5,2.0,4.0,3.0,3.0,1,3,2
2474,43,1,1,1,1,4,4,1,3,7,1,76550,9.0,12,1,6.0,3,1,0,0,3,3,3.0,3.0,3.0,3.0,3.0,2,4,4
2475,42,0,2,0,1,3,4,0,1,0,0,174650,8.0,13,1,7.0,3,5,0,4,3,3,3.0,2.0,2.0,2.0,2.0,2,4,5
2476,55,0,2,1,3,2,1,0,1,7,1,73510,8.0,20,1,34.0,3,1,0,0,3,4,3.5,3.0,2.728246013667426,3.0,2.909415337889142,3,4,4
2477,33,0,0,1,14,3,4,1,1,6,0,108200,5.0,12,0,11.0,2,9,1,7,3,3,3.0,4.0,2.0,2.0,2.6666666666666665,1,2,5
